ENG20-00208807-v	wngre:synset-βρέχω-verb-0
ENG20-05420324-n	wngre:synset-μάθηση-noun-1
ENG20-05420681-n	wngre:synset-μόρφωση-noun-1
ENG20-05422945-n	wngre:synset-διάβασμα-noun-1
ENG20-05424562-n	wngre:synset-σχολείο-noun-3
ENG20-05425067-n	wngre:synset-πείρα-noun-1
ENG20-05425354-n	wngre:synset-εξοικείωση-noun-1
ENG20-05427174-n	wngre:synset-μνήμη-noun-1
ENG20-05428872-n	wngre:synset-ανάμνηση-noun-0
ENG20-05429916-n	wngre:synset-ταυτοποίηση-noun-2
ENG20-05430834-n	wngre:synset-σύνδεση-noun-1
ENG20-05432077-n	wngre:synset-διαδικασία_διανοητικής_αναπαράστασης-noun-0
ENG20-05432333-n	wngre:synset-συμβολική_αναπαράσταση-noun-0
ENG20-05433093-n	wngre:synset-απόδοση-noun-8
ENG20-05435381-n	wngre:synset-όνειρο-noun-1
ENG20-05435634-n	wngre:synset-όνειρο-noun-3
ENG20-05436797-n	wngre:synset-έρευνα-noun-0
ENG20-05436996-n	wngre:synset-ψάξιμο-noun-0
ENG20-05437130-n	wngre:synset-αναζήτηση-noun-0
ENG20-05437403-n	wngre:synset-ανώτερη_πνευματική_διαδικασία-noun-1
ENG20-05437665-n	wngre:synset-έντονη_σκέψη-noun-1
ENG20-05438550-n	wngre:synset-συγκέντρωση-noun-4
ENG20-05439052-n	wngre:synset-σκέψη-noun-4
ENG20-05439363-n	wngre:synset-ανάλυση-noun-1
ENG20-05439709-n	wngre:synset-επιχειρηματολογία-noun-1
ENG20-05439989-n	wngre:synset-σκέψη-noun-3
ENG20-05440693-n	wngre:synset-αναγωγή-noun-0
ENG20-05445326-n	wngre:synset-διαλογισμός-noun-1
ENG20-05445987-n	wngre:synset-αφαίρεση-noun-1
ENG20-05446392-n	wngre:synset-αποτέλεσμα-noun-2
ENG20-05448279-n	wngre:synset-απλούστευση-noun-1
ENG20-05448394-n	wngre:synset-αναγωγική_θεωρία-noun-0
ENG20-05450040-n	wngre:synset-μελέτη-noun-1
ENG20-05453619-n	wngre:synset-απόφαση-noun-2
ENG20-05455460-n	wngre:synset-διαλογή-noun-0
ENG20-05455968-n	wngre:synset-φαβορί-noun-0
ENG20-05456118-n	wngre:synset-εναλλακτική_λύση-noun-1
ENG20-05456920-n	wngre:synset-τρόπος-noun-1
ENG20-05457166-n	wngre:synset-πιθανή_λύση-noun-1
ENG20-05458138-n	wngre:synset-εξήγηση-noun-2
ENG20-05458710-n	wngre:synset-βάση-noun-3
ENG20-05459723-n	wngre:synset-προγραμματισμός-noun-0
ENG20-05460073-n	wngre:synset-διακανονισμός-noun-0
ENG20-05460273-n	wngre:synset-πλεκτάνη-noun-0
ENG20-05460363-n	wngre:synset-προσυνεννόηση-noun-0
ENG20-05460864-n	wngre:synset-τα_κάνω_ρόιδο-noun-0
ENG20-05460986-n	wngre:synset-δόλος-noun-0
ENG20-05461452-n	wngre:synset-στάθμιση-noun-0
ENG20-05461646-n	wngre:synset-προμελέτη-noun-0
ENG20-05461779-n	wngre:synset-λύση-noun-2
ENG20-05463598-n	wngre:synset-νόρμα-noun-1
ENG20-05469363-n	wngre:synset-αντίληψη-noun-0
ENG20-05469544-n	wngre:synset-γνώση-noun-0
ENG20-05469664-n	wngre:synset-πρόγνωση-noun-0
ENG20-05469809-n	wngre:synset-κατανόηση-noun-1
ENG20-05471874-n	wngre:synset-συνειδητοποίηση-noun-1
ENG20-05473476-n	wngre:synset-γνωστικό_περιεχόμενο-noun-1
ENG20-05474108-n	wngre:synset-πραγματικότητα-noun-1
ENG20-05474373-n	wngre:synset-ζωή-noun-10
ENG20-05474684-n	wngre:synset-ζωή-noun-4
ENG20-05475066-n	wngre:synset-αντικείμενο-noun-3
ENG20-05477262-n	wngre:synset-αγάπη-noun-0
ENG20-05478197-n	wngre:synset-αντικείμενο_συζήτησης-noun-0
ENG20-05478326-n	wngre:synset-θέμα-noun-1
ENG20-05479334-n	wngre:synset-πληροφορία-noun-1
ENG20-05479669-n	wngre:synset-στοιχείο_πληροφόρησης-noun-1
ENG20-05479837-n	wngre:synset-ένδειξη_μετρητή-noun-1
ENG20-05480371-n	wngre:synset-γεγονός-noun-0
ENG20-05480718-n	wngre:synset-περίπτωση-noun-2
ENG20-05480820-n	wngre:synset-λεπτομέρεια-noun-0
ENG20-05481157-n	wngre:synset-το_ειδικό-noun-0
ENG20-05481363-n	wngre:synset-το_γενικό-noun-0
ENG20-05481559-n	wngre:synset-πραγματικότητα-noun-0
ENG20-05481680-n	wngre:synset-παρατήρηση-noun-0
ENG20-05482088-n	wngre:synset-αίτιο-noun-1
ENG20-05482277-n	wngre:synset-τα_πράγματα-noun-0
ENG20-05482392-n	wngre:synset-αλήθεια-noun-1
ENG20-05482828-n	wngre:synset-λεπτολόγημα-noun-0
ENG20-05483108-n	wngre:synset-άποψη-noun-0
ENG20-05483263-n	wngre:synset-αδιέξοδο-noun-0
ENG20-05483400-n	wngre:synset-ασημαντότητα-noun-0
ENG20-05483522-n	wngre:synset-παράδειγμα-noun-1
ENG20-05484127-n	wngre:synset-εξαίρεση-noun-0
ENG20-05484620-n	wngre:synset-δείγμα-noun-0
ENG20-05484846-n	wngre:synset-δοκιμαστικό_δείγμα-noun-0
ENG20-05485334-n	wngre:synset-τυχαίο_δείγμα-noun-0
ENG20-05485439-n	wngre:synset-γεύση-noun-0
ENG20-05485573-n	wngre:synset-προϋπόθεση-noun-0
ENG20-05485881-n	wngre:synset-δικαιολογία-noun-0
ENG20-05486144-n	wngre:synset-ελαφρυντικό-noun-0
ENG20-05486344-n	wngre:synset-υπόβαθρο-noun-0
ENG20-05486741-n	wngre:synset-έρεισμα-noun-0
ENG20-05487269-n	wngre:synset-ενοχοποιητικό_στοιχείο-noun-0
ENG20-05487494-n	wngre:synset-αποδεικτικό_στοιχείο-noun-0
ENG20-05487740-n	wngre:synset-εις_άτοπον_απαγωγή-noun-0
ENG20-05488000-n	wngre:synset-επαλήθευση-noun-0
ENG20-05489045-n	wngre:synset-τεκμηρίωση-noun-0
ENG20-05489223-n	wngre:synset-αναίρεση-noun-0
ENG20-05489476-n	wngre:synset-ανασκευή-noun-0
ENG20-05489586-n	wngre:synset-αντιπαράδειγμα-noun-0
ENG20-05489668-n	wngre:synset-ίχνος-noun-0
ENG20-05490438-n	wngre:synset-ερέθισμα-noun-1
ENG20-05492234-n	wngre:synset-αρνητικό_ερέθισμα-noun-1
ENG20-05494992-n	wngre:synset-ανησυχία-noun-2
ENG20-05496568-n	wngre:synset-ιδέα-noun-1
ENG20-05497259-n	wngre:synset-έμπνευση-noun-1
ENG20-05498421-n	wngre:synset-έννοια-noun-1
ENG20-05498913-n	wngre:synset-αντίληψη-noun-3
ENG20-05499088-n	wngre:synset-αντίληψη-noun-2
ENG20-05499218-n	wngre:synset-ιδέα-noun-0
ENG20-05499856-n	wngre:synset-εξωτερικό_σχέδιο-noun-0
ENG20-05499955-n	wngre:synset-παγίδα-noun-0
ENG20-05690061-n	wngre:synset-βιοϊατρική-noun-0
ENG20-05690259-n	wngre:synset-βιοϊατρική-noun-0
ENG20-05690420-n	wngre:synset-καρδιολογία-noun-1
ENG20-05690539-n	wngre:synset-οδοντιατρική-noun-1
ENG20-05691032-n	wngre:synset-πλαστική_οδοντιατρική-noun-0
ENG20-05691161-n	wngre:synset-οδοντιατρική_χειρουργική-noun-0
ENG20-05691293-n	wngre:synset-ενδοοδοντιατρική-noun-0
ENG20-05691553-n	wngre:synset-επιστήμη_ορθοδοντικής-noun-0
ENG20-05691780-n	wngre:synset-περιοδοντική-noun-0
ENG20-05691948-n	wngre:synset-επιστήμη_προσθετικής-noun-0
ENG20-05692089-n	wngre:synset-προσθετική_οδοντιατρική-noun-0
ENG20-05692285-n	wngre:synset-δερματολογία-noun-1
ENG20-05692581-n	wngre:synset-ενδοκρινολογία-noun-1
ENG20-05692737-n	wngre:synset-επιδημιολογία-noun-1
ENG20-05692916-n	wngre:synset-ιατροδικαστική_ιατρική-noun-0
ENG20-05693149-n	wngre:synset-γαστεροεντερολογία-noun-0
ENG20-05693291-n	wngre:synset-γεροντολογία-noun-1
ENG20-05693452-n	wngre:synset-γυναικολογία-noun-1
ENG20-05693595-n	wngre:synset-αιματολογία-noun-1
ENG20-05693751-n	wngre:synset-υγειονολογία-noun-0
ENG20-05693895-n	wngre:synset-ανοσολογία-noun-1
ENG20-05694150-n	wngre:synset-ανοσοχημεία-noun-0
ENG20-05694372-n	wngre:synset-ανοσοπαθολογία-noun-0
ENG20-05694507-n	wngre:synset-γενική_ιατρική-noun-1
ENG20-05694728-n	wngre:synset-νεφρολογία-noun-0
ENG20-05694892-n	wngre:synset-πυρηνική_ιατρική-noun-0
ENG20-05695071-n	wngre:synset-κλινική_νευρολογία-noun-0
ENG20-05695254-n	wngre:synset-νευροψυχιατρική-noun-1
ENG20-05695415-n	wngre:synset-νοσολογία-noun-1
ENG20-05695556-n	wngre:synset-μαιευτική-noun-1
ENG20-05695917-n	wngre:synset-εμβρυολογία-noun-0
ENG20-05696045-n	wngre:synset-περιγεννητική_ιατρική-noun-0
ENG20-05696311-n	wngre:synset-ογκολογία-noun-1
ENG20-05696437-n	wngre:synset-οφθαλμιατρική-noun-1
ENG20-05696654-n	wngre:synset-ωτορινολαρυγγολογία-noun-1
ENG20-05696845-n	wngre:synset-φαρμακολογία-noun-0
ENG20-05697199-n	wngre:synset-φαρμακευτική-noun-1
ENG20-05697338-n	wngre:synset-φαρμακοκινητική-noun-0
ENG20-05697501-n	wngre:synset-ποσολογία-noun-0
ENG20-05697633-n	wngre:synset-ψυχοφαρμακολογία-noun-0
ENG20-05697737-n	wngre:synset-ψυχιατρική-noun-1
ENG20-05698451-n	wngre:synset-επιστήμη_πνευματικής_υγιεινής-noun-0
ENG20-05699031-n	wngre:synset-ανατομία-noun-2
ENG20-05700664-n	wngre:synset-συγκριτική_ανατομία-noun-0
ENG20-05701247-n	wngre:synset-μακροσκοπική_ανατομία-noun-0
ENG20-05701431-n	wngre:synset-μικροσκοπική_ανατομία-noun-0
ENG20-05701590-n	wngre:synset-νευροανατομία-noun-0
ENG20-05701951-n	wngre:synset-ωτολογία-noun-1
ENG20-05702046-n	wngre:synset-παθολογία-noun-1
ENG20-05702759-n	wngre:synset-παιδιατρική-noun-1
ENG20-05702944-n	wngre:synset-νεογνολογία-noun-0
ENG20-05703103-n	wngre:synset-ποδιατρική-noun-0
ENG20-05703216-n	wngre:synset-πρωκτολογία-noun-0
ENG20-05703380-n	wngre:synset-ραδιολογία-noun-0
ENG20-05703592-n	wngre:synset-ρευματολογία-noun-0
ENG20-05703761-n	wngre:synset-ορολογία-noun-0
ENG20-05703910-n	wngre:synset-ιατρική_διαστήματος*-noun-0
ENG20-05704227-n	wngre:synset-χειρουργική_επιστήμη-noun-0
ENG20-05704875-n	wngre:synset-θεραπευτική_ιατρική-noun-0
ENG20-05704992-n	wngre:synset-τοξικολογία-noun-1
ENG20-05705140-n	wngre:synset-ιατρική_θώρακος-noun-0
ENG20-05705295-n	wngre:synset-τραυματολογία-noun-0
ENG20-05705477-n	wngre:synset-τροπική_ιατρική-noun-0
ENG20-05705665-n	wngre:synset-ουρολογία-noun-1
ENG20-05705862-n	wngre:synset-κτηνιατρική-noun-0
ENG20-05706079-n	wngre:synset-ιολογία-noun-0
ENG20-05706222-n	wngre:synset-αγρονομία-noun-1
ENG20-05706421-n	wngre:synset-αγροβιολογία-noun-1
ENG20-05706580-n	wngre:synset-αγρολογία-noun-1
ENG20-05706691-n	wngre:synset-βιογεωγραφία-noun-0
ENG20-05706814-n	wngre:synset-βοτανική-noun-1
ENG20-05709669-n	wngre:synset-μυκητολογία-noun-0
ENG20-05709790-n	wngre:synset-φρουτοκαλλιέργεια-noun-0
ENG20-05710388-n	wngre:synset-κυτταρολογία-noun-0
ENG20-05710760-n	wngre:synset-βιονική-noun-1
ENG20-05711148-n	wngre:synset-εμβρυολογία-noun-1
ENG20-05711408-n	wngre:synset-αστροβιολογία-noun-0
ENG20-05711620-n	wngre:synset-δασοκομία-noun-0
ENG20-05711831-n	wngre:synset-δασοκομία-noun-0
ENG20-05711961-n	wngre:synset-εντομολογία-noun-1
ENG20-05712071-n	wngre:synset-ηθολογία-noun-0
ENG20-05712210-n	wngre:synset-ερπετολογία-noun-1
ENG20-05712328-n	wngre:synset-ιχθυολογία-noun-1
ENG20-05712465-n	wngre:synset-επιστήμη_θηλαστικών-noun-0
ENG20-05712581-n	wngre:synset-ορνιθολογία-noun-1
ENG20-05712679-n	wngre:synset-επιστήμη_μελέτης_πρωτευόντων_θηλαστικών-noun-0
ENG20-05712780-n	wngre:synset-πρωτοζωολογία-noun-0
ENG20-05712884-n	wngre:synset-παλαιοντολογία-noun-1
ENG20-05713277-n	wngre:synset-παλαιοβοτανική-noun-0
ENG20-05713509-n	wngre:synset-παλαιοδενδρολογία-noun-0
ENG20-05713641-n	wngre:synset-παλαιοζωολογία-noun-0
ENG20-05713797-n	wngre:synset-παλαιοντολογία_θηλαστικών-noun-0
ENG20-05713999-n	wngre:synset-γενετική_επιστήμη_γονιδιακής_λειτουργίας-noun-0
ENG20-05714159-n	wngre:synset-γενετική_επιστήμη_γονιδιακής_δομής-noun-0
ENG20-05714308-n	wngre:synset-γενετική-noun-1
ENG20-05715396-n	wngre:synset-γονιδιακή_επιστήμη-noun-0
ENG20-05715585-n	wngre:synset-επιστήμη_μελέτης_πρωτεϊνών-noun-0
ENG20-05715722-n	wngre:synset-ιστολογία-noun-0
ENG20-05715903-n	wngre:synset-μικροβιολογία-noun-0
ENG20-05716153-n	wngre:synset-μοριακή_γενετική-noun-0
ENG20-05716325-n	wngre:synset-μοριακή_βιολογία-noun-0
ENG20-05716564-n	wngre:synset-μορφολογία-noun-3
ENG20-05716712-n	wngre:synset-νευροβιολογία-noun-0
ENG20-05716889-n	wngre:synset-παλαιοβιολογία-noun-0
ENG20-05717143-n	wngre:synset-νευρολογία-noun-0
ENG20-05717568-n	wngre:synset-τερατολογία-noun-1
ENG20-05717749-n	wngre:synset-βιοχημεία-noun-0
ENG20-05718490-n	wngre:synset-φυσιολογία-noun-1
ENG20-05719498-n	wngre:synset-νευροφυσιολογία-noun-0
ENG20-05719693-n	wngre:synset-νευροεπιστήμη-noun-0
ENG20-05719978-n	wngre:synset-γνωστικές_νευροεπιστήμες-noun-0
ENG20-05720152-n	wngre:synset-κινησιολογία-noun-0
ENG20-05720303-n	wngre:synset-μυολογία-noun-1
ENG20-05720402-n	wngre:synset-παλαιοοικολογία-noun-0
ENG20-05720527-n	wngre:synset-ραδιοβιολογία-noun-0
ENG20-05720665-n	wngre:synset-κοινωνιοβιολογία-noun-0
ENG20-05720882-n	wngre:synset-ζωολογία-noun-1
ENG20-05721979-n	wngre:synset-χημεία-noun-1
ENG20-05726113-n	wngre:synset-οργανική_χημεία-noun-0
ENG20-05726414-n	wngre:synset-ανόργανη_χημεία-noun-0
ENG20-05726547-n	wngre:synset-φυσικοχημεία-noun-1
ENG20-05726828-n	wngre:synset-ηλεκτροχημεία-noun-0
ENG20-05727257-n	wngre:synset-γεωχημεία-noun-0
ENG20-05727350-n	wngre:synset-φωτοχημεία-noun-0
ENG20-05727475-n	wngre:synset-πυρηνική_χημεία-noun-0
ENG20-05727595-n	wngre:synset-φυσική-noun-1
ENG20-05731050-n	wngre:synset-ακουστική_επιστήμη-noun-0
ENG20-05731244-n	wngre:synset-αστρονομία-noun-1
ENG20-05732506-n	wngre:synset-αστροδυναμική-noun-0
ENG20-05732655-n	wngre:synset-αστρομετρία-noun-1
ENG20-05732814-n	wngre:synset-ραδιοαστρονομία-noun-1
ENG20-05732968-n	wngre:synset-αεροναυτική-noun-1
ENG20-05733250-n	wngre:synset-αεροπορικά_ηλεκτρονικά-noun-1
ENG20-05733479-n	wngre:synset-βιοφυσική-noun-0
ENG20-05733758-n	wngre:synset-αστροφυσική-noun-1
ENG20-05733930-n	wngre:synset-φυσική_ηλιακού_συστήματος-noun-0
ENG20-05734037-n	wngre:synset-κοσμογραφία-noun-1
ENG20-05734401-n	wngre:synset-κρυογονική-noun-0
ENG20-05734572-n	wngre:synset-κρυσταλλογραφία-noun-0
ENG20-05734803-n	wngre:synset-ηλεκτρομαγνητισμός-noun-0
ENG20-05734947-n	wngre:synset-ηλεκτρονική-noun-0
ENG20-05735724-n	wngre:synset-ηλεκτροστατική-noun-0
ENG20-05735841-n	wngre:synset-μηχανική-noun-1
ENG20-05736142-n	wngre:synset-ατομική_φυσική-noun-0
ENG20-05736365-n	wngre:synset-οπτική-noun-0
ENG20-05737046-n	wngre:synset-μοριακή_φυσική-noun-0
ENG20-05737268-n	wngre:synset-Φυσική_πλάσματος-noun-0
ENG20-05737392-n	wngre:synset-κβαντοφυσική-noun-0
ENG20-05737735-n	wngre:synset-επιστήμη_ροής_ύλης-noun-0
ENG20-05737859-n	wngre:synset-ατομική_θεωρία-noun-1
ENG20-05738599-n	wngre:synset-ατομική_θεωρία-noun-0
ENG20-05738751-n	wngre:synset-άτομο_του_Bohr-noun-0
ENG20-05739075-n	wngre:synset-άτομο_Ράδερφοντ-noun-0
ENG20-05053148-n	wngre:synset-κεντρικές_ηπατικές_φλέβες-noun-0
ENG20-05053356-n	wngre:synset-κεντρική_φλέβα_του_αμφιβληστροειδούς-noun-0
ENG20-05053558-n	wngre:synset-κεντρική_φλέβα_του_επινεφριδίου-noun-0
ENG20-05053801-n	wngre:synset-κεφαλική_φλέβα-noun-0
ENG20-05053956-n	wngre:synset-παρεγκεφαλιδική_φλέβα-noun-0
ENG20-05054069-n	wngre:synset-εγκεφαλική_φλέβα-noun-0
ENG20-05054483-n	wngre:synset-πρόσθια_προσωπική_φλέβα-noun-0
ENG20-05055948-n	wngre:synset-τραχηλική_φλέβα-noun-0
ENG20-05056106-n	wngre:synset-χοριοειδής_φλέβα-noun-0
ENG20-05056237-n	wngre:synset-ακτινοειδείς_φλέβες-noun-0
ENG20-05056862-n	wngre:synset-κλειτοριδική_φλέβα-noun-0
ENG20-05057023-n	wngre:synset-κολική_φλέβα-noun-0
ENG20-05057126-n	wngre:synset-κοινή_προσωπική_φλέβα-noun-0
ENG20-05057290-n	wngre:synset-φλέβα_του_επιπεφυκότος-noun-0
ENG20-05057408-n	wngre:synset-πλευρομασχαλιαία_φλέβα-noun-0
ENG20-05057583-n	wngre:synset-δερματική_φλέβα-noun-0
ENG20-05057737-n	wngre:synset-κυστική_φλέβα-noun-0
ENG20-05057842-n	wngre:synset-δακτυλική_φλέβα-noun-0
ENG20-05058311-n	wngre:synset-αναστομωτική_φλέβα-noun-0
ENG20-05058516-n	wngre:synset-επιγαστρική_φλέβα-noun-0
ENG20-05059285-n	wngre:synset-οισοφαγικές_φλέβες-noun-0
ENG20-05059638-n	wngre:synset-έξω_ρινική_φλέβα-noun-0
ENG20-05059814-n	wngre:synset-φλέβα_του_προσώπου-noun-0
ENG20-05059981-n	wngre:synset-μηριαία_φλέβα-noun-0
ENG20-05060208-n	wngre:synset-γαστρική_φλέβα-noun-0
ENG20-05061078-n	wngre:synset-βάλανος_πέους-noun-0
ENG20-05061223-n	wngre:synset-γλουτιαία_φλέβα-noun-0
ENG20-05061576-n	wngre:synset-ορθική_φλέβα-noun-0
ENG20-05061738-n	wngre:synset-ηπατική_φλέβα-noun-0
ENG20-05062050-n	wngre:synset-ειλεοκολική_φλέβα-noun-0
ENG20-05062777-n	wngre:synset-λαγονο-οσφυΪκή_φλέβα-noun-0
ENG20-05063120-n	wngre:synset-μεσοπλεύρια_φλέβα-noun-0
ENG20-05063265-n	wngre:synset-μεσοσπονδύλιος_φλέβα-noun-0
ENG20-05063402-n	wngre:synset-σφαγίτιδα-noun-0
ENG20-05063610-n	wngre:synset-πρόσθια_σφαγίτιδα_φλέβα-noun-0
ENG20-05063767-n	wngre:synset-εξωτερική_σφαγίτιδα_φλέβα-noun-0
ENG20-05063948-n	wngre:synset-εσωτερική_σφαγίτιδα_φλέβα-noun-0
ENG20-05064129-n	wngre:synset-χειλική_φλέβα-noun-0
ENG20-05064591-n	wngre:synset-χειλικές_φλέβες-noun-0
ENG20-05064756-n	wngre:synset-λαβυρινθικές_φλέβες-noun-0
ENG20-05064894-n	wngre:synset-δακρυϊκή_φλέβα-noun-0
ENG20-05065059-n	wngre:synset-λαρυγγική_φλέβα-noun-0
ENG20-05065390-n	wngre:synset-γλωσσική_φλέβα-noun-0
ENG20-05065611-n	wngre:synset-οσφυϊκές_φλέβες-noun-0
ENG20-05065766-n	wngre:synset-γναθιαία_φλέβα-noun-0
ENG20-05065961-n	wngre:synset-μηνιγγικές_φλέβες-noun-0
ENG20-05066256-n	wngre:synset-μετακαρπική_φλέβα-noun-0
ENG20-05066390-n	wngre:synset-μετατάρσια_φλέβα-noun-0
ENG20-05066567-n	wngre:synset-μυοφρενικές_φλέβες-noun-0
ENG20-05066746-n	wngre:synset-ρινομετωπιαία_φλέβα-noun-0
ENG20-05067327-n	wngre:synset-ινιακή_φλέβα-noun-0
ENG20-05067446-n	wngre:synset-οφθαλμική_φλέβα-noun-0
ENG20-05067996-n	wngre:synset-ωοθηκική_φλέβα-noun-0
ENG20-05068347-n	wngre:synset-παγκρεατικές_φλέβες-noun-0
ENG20-05068516-n	wngre:synset-παραομφαλικές_φλέβες-noun-0
ENG20-05068685-n	wngre:synset-παρωτιδική_φλέβα-noun-0
ENG20-05068852-n	wngre:synset-θωρακική_φλέβα-noun-0
ENG20-05069182-n	wngre:synset-περικάρδια_φλέβα-noun-0
ENG20-05069305-n	wngre:synset-περόναια_αρτηρία-noun-0
ENG20-05069559-n	wngre:synset-φαρυγγική_φλέβα-noun-0
ENG20-05069713-n	wngre:synset-φρενική_φλέβα-noun-0
ENG20-05069976-n	wngre:synset-σύστημα_τριχοειδών_αγγείων-noun-0
ENG20-05070126-n	wngre:synset-ηπατική_πυλαία_φλέβα-noun-0
ENG20-05070598-n	wngre:synset-φλέβα_αιδοίου-noun-0
ENG20-05070695-n	wngre:synset-πνευμονική_φλέβα-noun-0
ENG20-05071500-n	wngre:synset-κερκιδική_φλέβα-noun-0
ENG20-05071708-n	wngre:synset-νεφρική_φλέβα-noun-0
ENG20-05071899-n	wngre:synset-οπίσθια_φλέβα_προσώπου-noun-0
ENG20-05072096-n	wngre:synset-φλέβα_της_περιοχής_του_ιερού_οστού-noun-0
ENG20-05072195-n	wngre:synset-κύρια_φλέβα_ποδιού-noun-0
ENG20-05072405-n	wngre:synset-μεγάλη_φλέβα_ποδιού-noun-0
ENG20-05072583-n	wngre:synset-μικρή_φλέβα_ποδιού-noun-0
ENG20-05072713-n	wngre:synset-φλέβες_του_σκληρού_χιτώνα_του_ματιού-noun-0
ENG20-05072865-n	wngre:synset-οσχεϊκή_φλέβα-noun-0
ENG20-05073158-n	wngre:synset-νωτιαία_φλέβα-noun-0
ENG20-05073283-n	wngre:synset-σπληνική_φλέβα-noun-0
ENG20-05073952-n	wngre:synset-υποκλείδια_φλέβα-noun-0
ENG20-05074127-n	wngre:synset-υπογλώσσια_φλέβα-noun-0
ENG20-05074417-n	wngre:synset-υπερτροχίλια_φλέβα-noun-0
ENG20-05074596-n	wngre:synset-κροταφική_φλέβα-noun-0
ENG20-05075190-n	wngre:synset-ορχιακή_φλέβα-noun-0
ENG20-05075465-n	wngre:synset-θωρακοεπιγαστρική_φλέβα-noun-0
ENG20-05075928-n	wngre:synset-θωρακική_φλέβα-noun-0
ENG20-05076059-n	wngre:synset-θυρεοειδής_φλέβα-noun-0
ENG20-05076761-n	wngre:synset-κνημιαία_φλέβα-noun-0
ENG20-05076907-n	wngre:synset-τραχειακή_φλέβα-noun-0
ENG20-05077021-n	wngre:synset-τυμπανική_φλέβα-noun-0
ENG20-05077152-n	wngre:synset-ωλένια_φλέβα-noun-0
ENG20-05077278-n	wngre:synset-ομφαλική_φλέβα-noun-0
ENG20-05077460-n	wngre:synset-μητριαία_φλέβα-noun-0
ENG20-05077622-n	wngre:synset-χοληδόχος_κύστη-noun-0
ENG20-05077795-n	wngre:synset-υποχόνδριο-noun-0
ENG20-05077966-n	wngre:synset-ήπαρ-noun-0
ENG20-05078723-n	wngre:synset-ηπατικός__λοβός-noun-0
ENG20-05078840-n	wngre:synset-ηπατικός_σωλήνας-noun-0
ENG20-05078958-n	wngre:synset-βουβωνικό_κανάλι-noun-0
ENG20-05079259-n	wngre:synset-κοινός_χοληφόρος_πόρος-noun-0
ENG20-05079442-n	wngre:synset-χοληφόρο_σωληνάριο-noun-0
ENG20-05079581-n	wngre:synset-πάγκρεας-noun-0
ENG20-05079791-n	wngre:synset-παγκρεατικός_σωλήνας-noun-0
ENG20-05079940-n	wngre:synset-πνεύμονας-noun-0
ENG20-05080355-n	wngre:synset-λοβός_του_πνεύμονα-noun-0
ENG20-05081173-n	wngre:synset-καρδιά-noun-0
ENG20-05081674-n	wngre:synset-δυκολπική_καρδιά-noun-0
ENG20-05081824-n	wngre:synset-βηματοδοτικός_ιστός_κοιλίας-noun-0
ENG20-05081989-n	wngre:synset-πτυχή_καρδιακής_βαλβίδας-noun-0
ENG20-05082108-n	wngre:synset-επιστόμιο-noun-1
ENG20-05082285-n	wngre:synset-καρδιακός_μυς-noun-0
ENG20-05082579-n	wngre:synset-θηλοειδής_μυς-noun-0
ENG20-05083346-n	wngre:synset-μυοκάρδιο-noun-0
ENG20-05086566-n	wngre:synset-κολποκοιλιακή_βαλβίδα-noun-0
ENG20-05087381-n	wngre:synset-καρδιακή_βαλβίδα-noun-0
ENG20-05087569-n	wngre:synset-βαλβίδα-noun-0
ENG20-05087909-n	wngre:synset-στομάχι-noun-0
ENG20-05088272-n	wngre:synset-επιγάστριο-noun-0
ENG20-05088531-n	wngre:synset-λεμφικό_σύστημα-noun-0
ENG20-05088855-n	wngre:synset-θωρακική_οδός-noun-0
ENG20-05088972-n	wngre:synset-λεμφικό_αγγείο-noun-0
ENG20-05089197-n	wngre:synset-γαλακτοφόρο_αγγείο-noun-0
ENG20-05089343-n	wngre:synset-αγγειώδης_κατασκευή-noun-0
ENG20-05089498-n	wngre:synset-αγγείο-noun-1
ENG20-05089633-n	wngre:synset-σωματικό_υγρό-noun-1
ENG20-05090188-n	wngre:synset-εξωκυτταρικό_υγρό-noun-0
ENG20-05090627-n	wngre:synset-ενδοκυτταρικό_υγρό-noun-0
ENG20-05090774-n	wngre:synset-ουσία_σώματος-noun-0
ENG20-05090925-n	wngre:synset-καρκινική_ουσία-noun-0
ENG20-05091199-n	wngre:synset-γάλα-noun-1
ENG20-05091792-n	wngre:synset-αμνιακό_υγρό-noun-1
ENG20-05092012-n	wngre:synset-αίμα-noun-1
ENG20-05092864-n	wngre:synset-αιμοφόρο_κύκλωμα-noun-0
ENG20-05093352-n	wngre:synset-έμμηνη_ροή-noun-0
ENG20-05093925-n	wngre:synset-ορός_αίματος-noun-0
ENG20-05094693-n	wngre:synset-γαλακτώδες_υγρό-noun-0
ENG20-05094882-n	wngre:synset-λέμφος-noun-0
ENG20-05095126-n	wngre:synset-σπέρμα-noun-0
ENG20-05095381-n	wngre:synset-μελάνι-noun-0
ENG20-05095511-n	wngre:synset-έκκριση-noun-1
ENG20-05095922-n	wngre:synset-δακρυϊκή_έκκριση-noun-0
ENG20-05096107-n	wngre:synset-δάκρυ-noun-0
ENG20-05096337-n	wngre:synset-δακρυϊκή_συσκευή-noun-0
ENG20-05096534-n	wngre:synset-εφιδρωτική_ουσία-noun-0
ENG20-05096729-n	wngre:synset-πεπτικό_υγρό-noun-0
ENG20-05096911-n	wngre:synset-γαστρικό_υγρό-noun-0
ENG20-05097165-n	wngre:synset-παγκρεατικό_υγρό-noun-0
